Transaction ID,User ID,Transaction Amount,Transaction Time,Device ID,IP Address,Location,Transaction Type,Account Age,Fraud Status
TXN104590,USR_1185,1332.63,2026-06-13 21:36:36,DV_SAMS_01,192.168.73.174,Jaipur,P2P,237,0
TXN104591,USR_1059,245.9,2026-06-11 04:25:26,DV_ONEP_03,192.168.160.81,Hyderabad,P2M,686,0
TXN104592,USR_1141,1264.88,2026-05-29 04:18:16,DV_APPL_02,192.168.231.206,Bengaluru,P2M,530,0
TXN104593,USR_1197,1903.08,2026-06-10 04:43:50,DV_APPL_02,192.168.114.162,Chennai,P2P,970,0
TXN104594,USR_1097,1604.32,2026-06-20 09:52:03,DV_VIVO_06,192.168.76.57,Hyderabad,P2P,1015,0
TXN104595,USR_1023,3954.43,2026-06-13 20:16:10,DV_OPPO_07,192.168.167.96,Jaipur,P2P,421,0
TXN104596,USR_1190,1906.4,2026-06-04 01:37:52,DV_REAL_05,192.168.30.104,Chennai,P2P,838,0
TXN104597,USR_1058,629.33,2026-06-10 20:31:29,DV_APPL_02,192.168.1.134,Lucknow,P2P,903,0
TXN104598,USR_1166,297.42,2026-06-24 06:55:07,DV_VIVO_06,192.168.28.116,Delhi,P2P,928,0
TXN104599,USR_1094,1430.22,2026-06-09 19:39:08,DV_OPPO_07,192.168.87.8,Hyderabad,P2M,786,0
TXN104600,USR_1032,62.43,2026-05-28 02:44:16,DV_OPPO_07,192.168.238.193,Jaipur,P2M,201,0
TXN104601,USR_1084,128.52,2026-06-14 18:34:56,DV_OPPO_07,192.168.52.215,Mumbai,P2M,516,0
TXN104602,USR_1033,51023.7,2026-06-22 13:09:09,DV_OPPO_07,103.169.89.123,Lucknow,P2P,14,1
TXN104603,USR_1178,1989.25,2026-06-13 04:50:40,DV_REAL_05,192.168.30.196,Delhi,P2M,762,0
TXN104604,USR_1191,121.02,2026-06-22 04:41:17,DV_ONEP_03,192.168.23.112,Mumbai,P2P,952,0
TXN104605,USR_1067,1292.91,2026-06-23 23:00:46,DV_ONEP_03,192.168.2.229,Kolkata,P2M,312,0
TXN104606,USR_1094,1313.43,2026-05-30 04:41:14,DV_OPPO_07,192.168.127.218,Bengaluru,P2P,786,0
TXN104607,USR_1165,353.72,2026-06-25 03:55:53,DV_REAL_05,192.168.108.135,Hyderabad,P2P,366,0
TXN104608,USR_1057,1590.16,2026-06-07 20:35:19,DV_REAL_05,192.168.112.156,Delhi,P2P,652,0
TXN104609,USR_1004,484.62,2026-06-05 02:28:05,DV_SAMS_01,192.168.89.155,Chennai,P2M,208,0
TXN104610,USR_1001,1987.02,2026-06-22 18:17:05,DV_ONEP_03,192.168.8.24,Kolkata,P2M,75,0
TXN104611,USR_1159,1012.49,2026-06-07 10:05:12,DV_OPPO_07,192.168.251.166,Hyderabad,P2M,762,0
TXN104612,USR_1104,94481.86,2026-06-05 16:23:16,DV_VIVO_06,107.46.221.73,Pune,P2P,7,1
TXN104613,USR_1015,3705.82,2026-06-18 23:59:54,DV_REAL_05,192.168.242.3,Kolkata,P2M,1093,0
TXN104614,USR_1129,2815.65,2026-05-27 21:30:32,DV_ONEP_03,192.168.222.39,Mumbai,P2M,1197,0
TXN104615,USR_1030,746.23,2026-05-27 04:23:44,DV_APPL_02,192.168.109.47,Delhi,P2M,1108,0
TXN104616,USR_1018,1292.26,2026-06-21 02:25:43,DV_OPPO_07,192.168.40.96,Delhi,P2M,1049,0
TXN104617,USR_1196,1987.45,2026-06-20 06:46:59,DV_OPPO_07,192.168.165.163,Lucknow,P2P,1166,0
TXN104618,USR_1179,2562.54,2026-06-08 08:01:15,DV_OPPO_07,192.168.7.156,Kolkata,P2M,1150,0
TXN104619,USR_1130,820.13,2026-06-20 03:36:21,DV_ONEP_03,192.168.223.49,Pune,P2M,1122,0
TXN104620,USR_1155,2371.61,2026-05-31 23:27:46,DV_VIVO_06,192.168.10.78,Ahmedabad,P2P,296,0
TXN104621,USR_1197,1096.15,2026-06-03 20:42:32,DV_APPL_02,192.168.114.162,Chennai,P2P,970,0
TXN104622,USR_1174,2822.65,2026-06-20 09:32:18,DV_VIVO_06,192.168.111.25,Bengaluru,P2P,147,0
TXN104623,USR_1191,447.46,2026-06-11 20:53:47,DV_ONEP_03,192.168.236.93,Mumbai,P2M,952,0
TXN104624,USR_1147,425.87,2026-06-05 18:49:37,DV_VIVO_06,192.168.149.94,Bengaluru,P2M,90,0
TXN104625,USR_1139,369.81,2026-06-13 06:42:42,DV_ONEP_03,192.168.175.203,Ahmedabad,P2M,308,0
TXN104626,USR_1128,1839.5,2026-06-07 18:37:29,DV_ONEP_03,192.168.202.130,Delhi,P2M,859,0
TXN104627,USR_1172,1479.78,2026-06-10 07:27:51,DV_VIVO_06,192.168.87.212,Jaipur,P2P,890,0
TXN104628,USR_1082,2414.3,2026-05-29 22:21:57,DV_ONEP_03,192.168.5.192,Kolkata,P2M,873,0
TXN104629,USR_1137,3176.84,2026-06-20 02:58:33,DV_APPL_02,192.168.195.163,Ahmedabad,P2M,898,0
TXN104630,USR_1156,3373.78,2026-05-30 21:16:25,DV_APPL_02,192.168.95.172,Delhi,P2M,287,0
TXN104631,USR_1168,110.91,2026-06-23 00:54:43,DV_XIAO_04,192.168.217.103,Ahmedabad,P2M,73,0
TXN104632,USR_1003,4437.38,2026-05-27 05:35:12,DV_OPPO_07,192.168.40.56,Mumbai,P2P,875,0
TXN104633,USR_1167,3187.34,2026-06-10 23:57:31,DV_APPL_02,192.168.169.134,Jaipur,P2M,98,0
TXN104634,USR_1077,1861.56,2026-06-04 07:57:11,DV_OPPO_07,192.168.189.140,Kolkata,P2P,868,0
TXN104635,USR_1115,1638.29,2026-06-19 07:56:33,DV_REAL_05,192.168.154.11,Jaipur,P2M,174,0
TXN104636,USR_1021,1625.75,2026-06-10 03:46:09,DV_VIVO_06,192.168.137.197,Delhi,P2M,151,0
TXN104637,USR_1033,537.85,2026-06-07 00:16:35,DV_XIAO_04,192.168.43.98,Pune,P2M,831,0
TXN104638,USR_1086,2014.11,2026-06-22 09:16:33,DV_APPL_02,192.168.80.28,Chennai,P2P,244,0
TXN104639,USR_1069,2099.85,2026-06-01 18:43:49,DV_APPL_02,192.168.206.119,Lucknow,P2M,258,0
TXN104640,USR_1175,410.13,2026-06-11 09:19:25,DV_OPPO_07,192.168.144.144,Chennai,P2P,132,0
TXN104641,USR_1083,2186.27,2026-06-22 09:49:59,DV_SAMS_01,192.168.246.167,Jaipur,P2M,726,0
TXN104642,USR_1188,712.08,2026-06-21 07:34:23,DV_XIAO_04,192.168.129.144,Bengaluru,P2M,481,0
TXN104643,USR_1007,2740.95,2026-06-03 23:29:00,DV_SAMS_01,192.168.117.163,Ahmedabad,P2M,216,0
TXN104644,USR_1164,2991.25,2026-06-15 03:48:14,DV_ONEP_03,192.168.7.34,Jaipur,P2M,235,0
TXN104645,USR_1026,1286.19,2026-05-31 01:12:20,DV_OPPO_07,192.168.172.125,Mumbai,P2M,1062,0
TXN104646,USR_1027,3745.57,2026-06-02 03:38:16,DV_VIVO_06,192.168.148.122,Bengaluru,P2M,1179,0
TXN104647,USR_1148,3103.13,2026-05-28 09:01:13,DV_SAMS_01,192.168.45.52,Bengaluru,P2M,679,0
TXN104648,USR_1155,1020.44,2026-06-02 06:58:19,DV_VIVO_06,192.168.127.30,Ahmedabad,P2P,296,0
TXN104649,USR_1171,56910.87,2026-06-19 13:25:08,DV_APPL_02,105.221.189.149,Mumbai,P2P,3,1
TXN104650,USR_1059,1814.44,2026-06-15 07:12:55,DV_ONEP_03,192.168.32.185,Hyderabad,P2M,686,0
TXN104651,USR_1141,70736.32,2026-06-13 17:49:08,DV_VIVO_06,105.242.157.157,Delhi,P2P,2,1
TXN104652,USR_1107,1103.65,2026-06-14 19:51:55,DV_REAL_05,192.168.199.134,Lucknow,P2M,472,0
TXN104653,USR_1067,815.42,2026-05-27 05:46:01,DV_XIAO_04,192.168.168.177,Kolkata,P2P,312,0
TXN104654,USR_1059,839.8,2026-06-16 19:22:30,DV_ONEP_03,192.168.32.185,Hyderabad,P2M,686,0
TXN104655,USR_1148,3930.76,2026-06-19 00:25:11,DV_SAMS_01,192.168.45.52,Bengaluru,P2P,679,0
TXN104656,USR_1173,1809.02,2026-06-03 03:25:35,DV_XIAO_04,192.168.66.96,Pune,P2M,204,0
TXN104657,USR_1122,1561.51,2026-06-11 04:44:57,DV_XIAO_04,192.168.133.93,Bengaluru,P2M,394,0
TXN104658,USR_1175,692.0,2026-05-28 08:48:10,DV_OPPO_07,192.168.151.245,Chennai,P2M,132,0
TXN104659,USR_1090,1026.05,2026-06-17 07:44:33,DV_SAMS_01,192.168.126.28,Chennai,P2M,708,0
TXN104660,USR_1130,1222.45,2026-06-14 08:51:04,DV_ONEP_03,192.168.223.49,Pune,P2M,1122,0
TXN104661,USR_1187,808.9,2026-06-21 10:05:43,DV_OPPO_07,192.168.128.192,Bengaluru,P2P,681,0
TXN104662,USR_1134,3525.17,2026-06-21 08:29:13,DV_XIAO_04,192.168.201.249,Bengaluru,P2M,326,0
TXN104663,USR_1157,1730.17,2026-06-15 03:19:44,DV_XIAO_04,192.168.214.126,Jaipur,P2P,326,0
TXN104664,USR_1158,2398.54,2026-06-11 06:08:53,DV_XIAO_04,192.168.114.114,Lucknow,P2M,582,0
TXN104665,USR_1170,1101.74,2026-06-09 22:45:55,DV_SAMS_01,192.168.98.153,Delhi,P2P,1133,0
TXN104666,USR_1145,176.76,2026-06-25 02:06:16,DV_ONEP_03,192.168.214.232,Kolkata,P2P,110,0
TXN104667,USR_1093,768.07,2026-06-05 20:55:54,DV_ONEP_03,192.168.23.72,Lucknow,P2M,512,0
TXN104668,USR_1149,1609.42,2026-06-19 00:15:21,DV_ONEP_03,192.168.212.242,Jaipur,P2P,568,0
TXN104669,USR_1077,1558.67,2026-05-28 08:38:51,DV_OPPO_07,192.168.138.192,Kolkata,P2M,868,0
TXN104670,USR_1185,10.85,2026-05-28 20:52:17,DV_SAMS_01,192.168.125.135,Jaipur,P2P,237,0
TXN104671,USR_1092,2649.73,2026-06-01 18:24:02,DV_REAL_05,192.168.199.124,Delhi,P2M,1112,0
TXN104672,USR_1060,1249.74,2026-05-30 09:37:45,DV_REAL_05,192.168.142.33,Ahmedabad,P2P,846,0
TXN104673,USR_1074,610.07,2026-06-25 07:49:59,DV_VIVO_06,192.168.139.120,Kolkata,P2P,448,0
TXN104674,USR_1185,252.41,2026-06-06 02:12:43,DV_SAMS_01,192.168.174.152,Jaipur,P2M,237,0
TXN104675,USR_1177,972.63,2026-06-04 06:10:10,DV_ONEP_03,192.168.124.58,Lucknow,P2P,1193,0
TXN104676,USR_1138,75.62,2026-06-21 01:57:08,DV_XIAO_04,192.168.232.8,Delhi,P2P,623,0
TXN104677,USR_1086,2884.55,2026-06-15 04:53:46,DV_APPL_02,192.168.200.210,Chennai,P2M,244,0
TXN104678,USR_1160,377.88,2026-06-20 22:54:37,DV_ONEP_03,192.168.24.170,Kolkata,P2M,260,0
TXN104679,USR_1126,1431.64,2026-06-08 07:04:09,DV_VIVO_06,192.168.124.251,Pune,P2M,569,0
TXN104680,USR_1120,2128.33,2026-06-20 01:58:13,DV_VIVO_06,192.168.141.10,Kolkata,P2M,830,0
TXN104681,USR_1151,1328.77,2026-06-06 10:49:05,DV_OPPO_07,192.168.248.217,Hyderabad,P2M,823,0
TXN104682,USR_1027,1548.39,2026-06-04 23:30:24,DV_VIVO_06,192.168.63.201,Bengaluru,P2P,1179,0
TXN104683,USR_1024,1616.82,2026-06-17 05:45:44,DV_REAL_05,192.168.58.17,Pune,P2M,517,0
TXN104684,USR_1084,135.82,2026-06-23 09:15:45,DV_APPL_02,192.168.6.160,Mumbai,P2M,516,0
TXN104685,USR_1011,751.03,2026-06-19 03:03:28,DV_SAMS_01,192.168.81.55,Ahmedabad,P2M,1171,0
TXN104686,USR_1066,1888.89,2026-06-18 06:17:43,DV_OPPO_07,192.168.50.184,Jaipur,P2P,942,0
TXN104687,USR_1011,214.68,2026-06-19 21:51:00,DV_SAMS_01,192.168.168.128,Ahmedabad,P2M,1171,0
TXN104688,USR_1105,277.82,2026-06-05 08:04:44,DV_APPL_02,192.168.148.162,Pune,P2P,830,0
TXN104689,USR_1001,1986.77,2026-05-28 06:22:23,DV_SAMS_01,192.168.8.24,Jaipur,P2P,75,0
TXN104690,USR_1019,2161.72,2026-06-15 01:42:30,DV_OPPO_07,192.168.29.238,Jaipur,P2P,11,0
TXN104691,USR_1119,873.72,2026-06-20 21:00:09,DV_XIAO_04,192.168.27.220,Delhi,P2M,692,0
TXN104692,USR_1009,54545.12,2026-05-26 12:52:17,DV_SAMS_01,106.99.194.247,Delhi,P2P,12,1
TXN104693,USR_1121,1336.28,2026-05-29 23:28:29,DV_ONEP_03,192.168.212.253,Chennai,P2M,837,0
TXN104694,USR_1109,1042.36,2026-06-18 09:00:27,DV_OPPO_07,192.168.21.41,Delhi,P2P,442,0
TXN104695,USR_1185,990.97,2026-06-03 23:07:49,DV_SAMS_01,192.168.73.174,Jaipur,P2P,237,0
TXN104696,USR_1162,268.24,2026-06-18 22:18:28,DV_APPL_02,192.168.54.151,Lucknow,P2P,1145,0
TXN104697,USR_1124,230.48,2026-06-21 00:38:52,DV_SAMS_01,192.168.80.142,Pune,P2M,500,0
TXN104698,USR_1134,1210.54,2026-06-20 21:13:33,DV_XIAO_04,192.168.20.121,Bengaluru,P2M,326,0
TXN104699,USR_1119,1218.09,2026-05-29 06:06:31,DV_XIAO_04,192.168.42.85,Delhi,P2P,692,0
TXN104700,USR_1198,1928.14,2026-05-30 06:41:49,DV_ONEP_03,192.168.119.116,Mumbai,P2M,645,0
TXN104701,USR_1143,3686.2,2026-06-22 22:20:44,DV_VIVO_06,192.168.99.219,Ahmedabad,P2P,522,0
TXN104702,USR_1166,74.06,2026-05-27 19:09:46,DV_VIVO_06,192.168.132.152,Delhi,P2M,928,0
TXN104703,USR_1095,795.17,2026-06-08 05:23:46,DV_APPL_02,192.168.180.226,Pune,P2P,539,0
TXN104704,USR_1096,93.97,2026-06-24 07:46:11,DV_REAL_05,192.168.22.62,Ahmedabad,P2M,401,0
TXN104705,USR_1138,615.73,2026-06-03 00:50:13,DV_XIAO_04,192.168.232.8,Delhi,P2M,623,0
TXN104706,USR_1131,1453.41,2026-06-22 22:12:12,DV_REAL_05,192.168.181.234,Hyderabad,P2M,851,0
TXN104707,USR_1011,1148.02,2026-06-21 18:08:41,DV_SAMS_01,192.168.81.55,Pune,P2M,1171,0
TXN104708,USR_1166,238.03,2026-06-24 09:02:37,DV_VIVO_06,192.168.28.116,Delhi,P2M,928,0
TXN104709,USR_1014,344.79,2026-06-02 18:49:34,DV_OPPO_07,192.168.109.153,Mumbai,P2M,337,0
TXN104710,USR_1193,1566.07,2026-06-03 01:39:40,DV_APPL_02,192.168.20.131,Chennai,P2P,354,0
TXN104711,USR_1080,1952.77,2026-06-24 06:57:13,DV_REAL_05,192.168.222.119,Kolkata,P2M,65,0
TXN104712,USR_1070,1547.45,2026-06-05 01:24:45,DV_REAL_05,192.168.130.110,Jaipur,P2M,916,0
TXN104713,USR_1156,2991.77,2026-05-27 04:03:20,DV_APPL_02,192.168.100.117,Delhi,P2M,287,0
TXN104714,USR_1167,1536.43,2026-05-29 18:06:49,DV_APPL_02,192.168.233.222,Jaipur,P2M,98,0
TXN104715,USR_1175,232.8,2026-06-23 19:34:23,DV_OPPO_07,192.168.85.172,Chennai,P2P,132,0
TXN104716,USR_1083,1148.08,2026-06-13 04:13:00,DV_SAMS_01,192.168.58.167,Jaipur,P2P,726,0
TXN104717,USR_1124,242.37,2026-06-10 06:05:11,DV_SAMS_01,192.168.182.41,Pune,P2P,500,0
TXN104718,USR_1080,2572.45,2026-05-28 18:15:42,DV_REAL_05,192.168.22.165,Kolkata,P2M,65,0
TXN104719,USR_1094,2528.55,2026-05-28 21:46:17,DV_OPPO_07,192.168.87.8,Hyderabad,P2P,786,0
TXN104720,USR_1141,1932.06,2026-06-24 05:28:29,DV_ONEP_03,192.168.118.66,Bengaluru,P2P,530,0
TXN104721,USR_1068,1962.91,2026-05-30 17:56:34,DV_OPPO_07,192.168.206.246,Delhi,P2P,370,0
TXN104722,USR_1000,1738.37,2026-06-05 19:22:26,DV_SAMS_01,192.168.174.190,Delhi,P2P,511,0
TXN104723,USR_1154,1490.22,2026-06-21 00:44:13,DV_ONEP_03,192.168.166.17,Jaipur,P2P,463,0
TXN104724,USR_1143,3882.54,2026-05-28 02:31:48,DV_VIVO_06,192.168.99.219,Ahmedabad,P2P,522,0
TXN104725,USR_1038,532.46,2026-06-06 23:21:01,DV_XIAO_04,192.168.159.21,Hyderabad,P2P,1176,0
TXN104726,USR_1105,2600.9,2026-06-02 08:25:02,DV_SAMS_01,192.168.148.162,Pune,P2P,830,0
TXN104727,USR_1156,3097.24,2026-06-13 20:09:46,DV_APPL_02,192.168.95.172,Delhi,P2P,287,0
TXN104728,USR_1110,635.56,2026-06-07 03:38:33,DV_SAMS_01,192.168.153.121,Jaipur,P2M,846,0
TXN104729,USR_1049,4107.19,2026-06-07 03:21:24,DV_ONEP_03,192.168.54.175,Ahmedabad,P2M,91,0
TXN104730,USR_1194,1699.81,2026-06-24 19:13:13,DV_OPPO_07,192.168.51.45,Hyderabad,P2P,312,0
TXN104731,USR_1179,2112.7,2026-06-23 21:21:38,DV_OPPO_07,192.168.213.178,Kolkata,P2M,1150,0
TXN104732,USR_1058,1132.44,2026-06-02 19:47:03,DV_APPL_02,192.168.1.134,Lucknow,P2P,903,0
TXN104733,USR_1177,1360.03,2026-06-06 00:56:28,DV_ONEP_03,192.168.124.58,Lucknow,P2P,1193,0
TXN104734,USR_1185,907.9,2026-06-19 22:48:23,DV_SAMS_01,192.168.174.152,Ahmedabad,P2P,237,0
TXN104735,USR_1111,2810.87,2026-06-16 07:04:13,DV_ONEP_03,192.168.60.237,Hyderabad,P2M,939,0
TXN104736,USR_1010,932.16,2026-06-09 08:07:15,DV_APPL_02,192.168.81.103,Jaipur,P2M,124,0
TXN104737,USR_1128,31412.71,2026-06-01 15:51:43,DV_APPL_02,107.24.216.143,Lucknow,P2P,3,1
TXN104738,USR_1011,1021.94,2026-06-09 18:25:52,DV_SAMS_01,192.168.168.128,Ahmedabad,P2M,1171,0
TXN104739,USR_1161,1030.64,2026-05-30 04:55:25,DV_VIVO_06,192.168.254.33,Hyderabad,P2P,53,0
TXN104740,USR_1129,2467.69,2026-06-12 07:36:30,DV_ONEP_03,192.168.222.39,Mumbai,P2P,1197,0
TXN104741,USR_1017,82.42,2026-06-24 06:52:59,DV_XIAO_04,192.168.196.46,Bengaluru,P2P,549,0
TXN104742,USR_1124,234.39,2026-06-08 03:15:21,DV_SAMS_01,192.168.182.41,Pune,P2M,500,0
TXN104743,USR_1005,1422.9,2026-05-29 20:37:28,DV_VIVO_06,192.168.142.76,Mumbai,P2M,265,0
TXN104744,USR_1156,977.91,2026-06-04 08:30:35,DV_SAMS_01,192.168.100.117,Delhi,P2P,287,0
TXN104745,USR_1001,2127.42,2026-06-13 05:30:51,DV_SAMS_01,192.168.56.60,Jaipur,P2M,75,0
TXN104746,USR_1069,2132.49,2026-06-13 01:19:47,DV_APPL_02,192.168.206.119,Jaipur,P2M,258,0
TXN104747,USR_1177,1524.45,2026-06-16 22:27:33,DV_ONEP_03,192.168.130.55,Lucknow,P2P,1193,0
TXN104748,USR_1007,2591.79,2026-06-25 07:35:27,DV_SAMS_01,192.168.117.163,Ahmedabad,P2M,216,0
TXN104749,USR_1147,452.16,2026-06-22 03:39:02,DV_VIVO_06,192.168.80.202,Bengaluru,P2P,90,0
TXN104750,USR_1113,326.19,2026-06-09 04:42:45,DV_OPPO_07,192.168.43.203,Ahmedabad,P2P,132,0
TXN104751,USR_1134,2016.74,2026-06-10 18:29:29,DV_XIAO_04,192.168.20.121,Bengaluru,P2M,326,0
TXN104752,USR_1025,613.12,2026-05-30 08:48:19,DV_REAL_05,192.168.182.162,Hyderabad,P2P,155,0
TXN104753,USR_1171,2501.66,2026-06-02 22:07:42,DV_REAL_05,192.168.168.167,Pune,P2M,213,0
TXN104754,USR_1028,634.18,2026-06-15 23:50:28,DV_APPL_02,192.168.222.187,Kolkata,P2M,892,0
TXN104755,USR_1122,890.24,2026-06-11 22:12:34,DV_ONEP_03,192.168.133.93,Jaipur,P2M,394,0
TXN104756,USR_1102,1650.42,2026-06-08 18:18:57,DV_APPL_02,192.168.137.33,Ahmedabad,P2M,629,0
TXN104757,USR_1029,273.6,2026-06-16 09:03:09,DV_VIVO_06,192.168.187.87,Mumbai,P2M,211,0
TXN104758,USR_1087,1469.26,2026-06-08 03:24:00,DV_SAMS_01,192.168.246.97,Lucknow,P2M,1189,0
TXN104759,USR_1156,1657.91,2026-06-10 19:34:06,DV_APPL_02,192.168.100.117,Delhi,P2M,287,0
TXN104760,USR_1011,336.74,2026-06-09 18:40:48,DV_SAMS_01,192.168.81.55,Ahmedabad,P2P,1171,0
TXN104761,USR_1059,505.14,2026-06-22 10:29:31,DV_ONEP_03,192.168.160.81,Hyderabad,P2P,686,0
TXN104762,USR_1192,1598.71,2026-06-09 06:36:21,DV_APPL_02,192.168.102.223,Delhi,P2M,830,0
TXN104763,USR_1189,2386.56,2026-06-08 07:18:20,DV_XIAO_04,192.168.112.5,Delhi,P2M,96,0
TXN104764,USR_1068,1545.21,2026-06-17 19:14:42,DV_OPPO_07,192.168.179.133,Delhi,P2P,370,0
TXN104765,USR_1197,1765.16,2026-06-16 07:19:51,DV_APPL_02,192.168.114.162,Chennai,P2P,970,0
TXN104766,USR_1013,3000.94,2026-06-15 22:46:51,DV_XIAO_04,192.168.36.131,Lucknow,P2M,827,0
TXN104767,USR_1149,2080.83,2026-05-26 19:58:27,DV_ONEP_03,192.168.213.43,Jaipur,P2P,568,0
TXN104768,USR_1027,2744.75,2026-06-06 05:14:48,DV_VIVO_06,192.168.122.207,Bengaluru,P2M,1179,0
TXN104769,USR_1184,737.42,2026-05-30 19:36:36,DV_ONEP_03,192.168.70.56,Delhi,P2M,878,0
TXN104770,USR_1125,1079.67,2026-05-31 23:47:34,DV_SAMS_01,192.168.119.243,Kolkata,P2M,242,0
TXN104771,USR_1033,560.23,2026-05-28 10:26:38,DV_XIAO_04,192.168.43.98,Pune,P2P,831,0
TXN104772,USR_1050,1488.26,2026-06-14 07:50:55,DV_ONEP_03,192.168.192.40,Delhi,P2M,842,0
TXN104773,USR_1011,671.19,2026-06-22 19:02:41,DV_SAMS_01,192.168.168.128,Ahmedabad,P2P,1171,0
TXN104774,USR_1126,610.85,2026-06-09 02:12:00,DV_APPL_02,192.168.124.251,Pune,P2P,569,0
TXN104775,USR_1037,230.71,2026-06-20 07:37:15,DV_APPL_02,192.168.48.18,Jaipur,P2M,1050,0
TXN104776,USR_1086,2122.66,2026-06-02 07:13:20,DV_APPL_02,192.168.42.247,Chennai,P2M,244,0
TXN104777,USR_1125,866.36,2026-06-18 02:31:45,DV_SAMS_01,192.168.31.166,Jaipur,P2M,242,0
TXN104778,USR_1090,1014.42,2026-06-25 09:15:25,DV_SAMS_01,192.168.126.28,Chennai,P2M,708,0
TXN104779,USR_1189,2102.08,2026-06-01 02:45:22,DV_XIAO_04,192.168.20.221,Delhi,P2M,96,0
TXN104780,USR_1188,2361.18,2026-06-07 23:54:06,DV_XIAO_04,192.168.129.144,Bengaluru,P2P,481,0
TXN104781,USR_1186,896.34,2026-06-10 01:40:06,DV_SAMS_01,192.168.2.53,Ahmedabad,P2M,122,0
TXN104782,USR_1075,1290.69,2026-06-07 03:38:18,DV_SAMS_01,192.168.243.179,Kolkata,P2M,870,0
TXN104783,USR_1134,3875.17,2026-06-05 09:49:46,DV_XIAO_04,192.168.68.87,Bengaluru,P2P,326,0
TXN104784,USR_1120,2250.31,2026-06-24 22:34:19,DV_VIVO_06,192.168.117.23,Kolkata,P2M,830,0
TXN104785,USR_1038,209.15,2026-06-09 10:23:29,DV_XIAO_04,192.168.153.11,Hyderabad,P2P,1176,0
TXN104786,USR_1168,2576.29,2026-05-31 18:34:21,DV_REAL_05,192.168.217.103,Ahmedabad,P2M,73,0
TXN104787,USR_1042,2608.12,2026-05-31 01:26:57,DV_ONEP_03,192.168.214.140,Bengaluru,P2P,510,0
TXN104788,USR_1108,1418.53,2026-06-25 05:50:38,DV_OPPO_07,192.168.159.16,Ahmedabad,P2P,888,0
TXN104789,USR_1046,2079.77,2026-06-06 20:44:43,DV_VIVO_06,192.168.86.198,Mumbai,P2P,576,0
TXN104790,USR_1135,1736.33,2026-05-30 01:35:58,DV_VIVO_06,192.168.219.173,Lucknow,P2M,174,0
TXN104791,USR_1197,1660.83,2026-06-17 23:56:21,DV_APPL_02,192.168.78.204,Chennai,P2M,970,0
TXN104792,USR_1197,83265.51,2026-06-24 13:23:23,DV_SAMS_01,104.161.85.157,Ahmedabad,P2M,4,1
TXN104793,USR_1191,398.15,2026-06-18 02:41:42,DV_ONEP_03,192.168.23.112,Pune,P2P,952,0
TXN104794,USR_1031,3612.33,2026-06-07 23:14:29,DV_OPPO_07,192.168.207.221,Hyderabad,P2P,917,0
TXN104795,USR_1038,343.5,2026-06-13 10:27:26,DV_XIAO_04,192.168.153.11,Hyderabad,P2M,1176,0
TXN104796,USR_1055,2140.2,2026-06-10 07:56:28,DV_ONEP_03,192.168.174.252,Ahmedabad,P2P,828,0
TXN104797,USR_1094,1282.0,2026-05-31 18:23:14,DV_OPPO_07,192.168.87.8,Hyderabad,P2P,786,0
TXN104798,USR_1045,1008.55,2026-06-20 00:26:27,DV_VIVO_06,192.168.65.232,Hyderabad,P2P,550,0
TXN104799,USR_1134,3440.48,2026-06-10 09:33:48,DV_REAL_05,192.168.68.87,Bengaluru,P2P,326,0
TXN104800,USR_1132,1742.15,2026-06-22 04:48:01,DV_XIAO_04,192.168.129.248,Kolkata,P2M,321,0
TXN104801,USR_1099,2001.89,2026-05-29 21:50:32,DV_ONEP_03,192.168.65.60,Jaipur,P2M,939,0
TXN104802,USR_1150,269.59,2026-06-12 01:05:14,DV_OPPO_07,192.168.120.247,Pune,P2P,703,0
TXN104803,USR_1037,211.61,2026-05-31 18:25:48,DV_APPL_02,192.168.48.18,Jaipur,P2M,1050,0
TXN104804,USR_1072,2714.03,2026-06-02 09:07:53,DV_OPPO_07,192.168.71.113,Ahmedabad,P2P,1002,0
TXN104805,USR_1165,1291.76,2026-06-22 01:26:10,DV_REAL_05,192.168.108.135,Hyderabad,P2M,366,0
TXN104806,USR_1098,783.21,2026-05-31 07:02:40,DV_VIVO_06,192.168.136.89,Kolkata,P2P,765,0
TXN104807,USR_1005,1409.45,2026-06-23 19:47:41,DV_VIVO_06,192.168.142.76,Mumbai,P2M,265,0
TXN104808,USR_1133,3062.74,2026-06-06 08:09:21,DV_ONEP_03,192.168.26.135,Lucknow,P2P,911,0
TXN104809,USR_1166,268.04,2026-06-24 07:08:45,DV_VIVO_06,192.168.28.116,Delhi,P2M,928,0
TXN104810,USR_1126,1483.8,2026-06-16 06:31:47,DV_VIVO_06,192.168.107.214,Pune,P2M,569,0
TXN104811,USR_1175,647.6,2026-06-08 09:53:21,DV_OPPO_07,192.168.144.144,Chennai,P2P,132,0
TXN104812,USR_1173,1772.46,2026-06-01 04:37:05,DV_XIAO_04,192.168.81.110,Pune,P2M,204,0
TXN104813,USR_1194,692.98,2026-06-15 09:07:35,DV_OPPO_07,192.168.51.45,Chennai,P2M,312,0
TXN104814,USR_1024,1374.56,2026-06-14 03:40:25,DV_REAL_05,192.168.151.142,Pune,P2P,517,0
TXN104815,USR_1096,123.88,2026-06-01 04:35:05,DV_REAL_05,192.168.126.143,Ahmedabad,P2M,401,0
